observation_date,STLFSI4_20230215
2015-03-27,-0.2308
2015-04-03,-0.2399
2015-04-10,-0.4110
2015-04-17,-0.4103
2015-04-24,-0.4685
2015-05-01,-0.4577
2015-05-08,-0.4173
2015-05-15,-0.3678
2015-05-22,-0.3544
2015-05-29,-0.2502
2015-06-05,-0.2990
2015-06-12,-0.3130
2015-06-19,-0.2166
2015-06-26,-0.3774
2015-07-03,-0.0037
2015-07-10,-0.0700
2015-07-17,-0.4160
2015-07-24,-0.2520
2015-07-31,-0.1624
2015-08-07,-0.2084
2015-08-14,-0.1213
2015-08-21,0.0921
2015-08-28,0.5609
2015-09-04,0.2078
2015-09-11,0.0980
2015-09-18,0.1179
2015-09-25,0.3271
2015-10-02,0.5994
2015-10-09,0.0274
2015-10-16,0.0861
2015-10-23,-0.0525
2015-10-30,-0.0904
2015-11-06,-0.1835
2015-11-13,0.0143
2015-11-20,0.0357
2015-11-27,-0.0270
2015-12-04,0.0312
2015-12-11,0.3612
2015-12-18,0.4148
2015-12-25,0.2810
2016-01-01,0.2170
2016-01-08,0.6109
2016-01-15,0.7748
2016-01-22,0.8825
2016-01-29,0.4485
2016-02-05,0.6334
2016-02-12,1.1595
2016-02-19,0.4670
2016-02-26,0.4627
2016-03-04,0.1416
2016-03-11,0.1772
2016-03-18,0.0797
2016-03-25,0.0867
2016-04-01,0.3094
2016-04-08,0.2621
2016-04-15,0.0090
2016-04-22,-0.1105
2016-04-29,-0.0187
2016-05-06,0.1962
2016-05-13,0.1021
2016-05-20,-0.0214
2016-05-27,-0.0874
2016-06-03,0.0552
2016-06-10,0.0915
2016-06-17,0.4871
2016-06-24,0.1638
2016-07-01,0.5235
2016-07-08,0.1438
2016-07-15,-0.1921
2016-07-22,0.0028
2016-07-29,0.1530
2016-08-05,0.2660
2016-08-12,0.1231
2016-08-19,0.1026
2016-08-26,0.1794
2016-09-02,0.1937
2016-09-09,0.2040
2016-09-16,0.3852
2016-09-23,0.2455
2016-09-30,0.2318
2016-10-07,-0.0152
2016-10-14,0.1228
2016-10-21,0.0989
2016-10-28,0.0128
2016-11-04,0.3984
2016-11-11,-0.1118
2016-11-18,-0.1530
2016-11-25,-0.1990
2016-12-02,-0.0829
2016-12-09,-0.3264
2016-12-16,-0.2464
2016-12-23,-0.1706
2016-12-30,-0.1252
2017-01-06,-0.1550
2017-01-13,-0.1742
2017-01-20,-0.1635
2017-01-27,-0.2734
2017-02-03,-0.2082
2017-02-10,-0.2325
2017-02-17,-0.3766
2017-02-24,-0.2814
2017-03-03,-0.4671
2017-03-10,-0.4917
2017-03-17,-0.4363
2017-03-24,-0.2879
2017-03-31,-0.4723
2017-04-07,-0.4397
2017-04-14,-0.3139
2017-04-21,-0.3059
2017-04-28,-0.6542
2017-05-05,-0.5700
2017-05-12,-0.6779
2017-05-19,-0.5187
2017-05-26,-0.7132
2017-06-02,-0.6730
2017-06-09,-0.7687
2017-06-16,-0.7675
2017-06-23,-0.5411
2017-06-30,-0.6283
2017-07-07,-0.6723
2017-07-14,-0.6236
2017-07-21,-0.7362
2017-07-28,-0.7834
2017-08-04,-0.6765
2017-08-11,-0.5238
2017-08-18,-0.5034
2017-08-25,-0.5237
2017-09-01,-0.5695
2017-09-08,-0.4795
2017-09-15,-0.7451
2017-09-22,-0.7834
2017-09-29,-0.7250
2017-10-06,-0.7711
2017-10-13,-0.7273
2017-10-20,-0.7976
2017-10-27,-0.8092
2017-11-03,-0.7539
2017-11-10,-0.7373
2017-11-17,-0.7387
2017-11-24,-0.8810
2017-12-01,-0.8396
2017-12-08,-0.7686
2017-12-15,-0.7114
2017-12-22,-0.6877
2017-12-29,-0.5706
2018-01-05,-0.6963
2018-01-12,-0.7706
2018-01-19,-0.7149
2018-01-26,-0.7200
2018-02-02,-0.5734
2018-02-09,0.0315
2018-02-16,-0.3244
2018-02-23,-0.4248
2018-03-02,-0.1441
2018-03-09,-0.1752
2018-03-16,-0.1056
2018-03-23,0.1608
2018-03-30,0.2436
2018-04-06,0.2349
2018-04-13,0.0423
2018-04-20,-0.1599
2018-04-27,-0.1173
2018-05-04,-0.0608
2018-05-11,-0.3051
2018-05-18,-0.3805
2018-05-25,-0.3015
2018-06-01,0.0071
2018-06-08,-0.4726
2018-06-15,-0.4029
2018-06-22,-0.3404
2018-06-29,-0.1382
2018-07-06,-0.2748
2018-07-13,-0.5034
2018-07-20,-0.5286
2018-07-27,-0.6205
2018-08-03,-0.5105
2018-08-10,-0.5969
2018-08-17,-0.4785
2018-08-24,-0.6910
2018-08-31,-0.7302
2018-09-07,-0.6518
2018-09-14,-0.7899
2018-09-21,-0.8927
2018-09-28,-0.8215
2018-10-05,-0.8433
2018-10-12,-0.4987
2018-10-19,-0.5723
2018-10-26,-0.2704
2018-11-02,-0.2950
2018-11-09,-0.5522
2018-11-16,-0.0774
2018-11-23,-0.0065
2018-11-30,-0.2197
2018-12-07,0.1235
2018-12-14,0.1728
2018-12-21,0.4534
2018-12-28,0.5822
2019-01-04,0.2328
2019-01-11,-0.2692
2019-01-18,-0.2260
2019-01-25,-0.2001
2019-02-01,-0.2113
2019-02-08,-0.3547
2019-02-15,-0.4255
2019-02-22,-0.5828
2019-03-01,-0.6469
2019-03-08,-0.5273
2019-03-15,-0.6178
2019-03-22,-0.6282
2019-03-29,-0.3517
2019-04-05,-0.7409
2019-04-12,-0.7134
2019-04-19,-0.8334
2019-04-26,-0.6787
2019-05-03,-0.7227
2019-05-10,-0.4335
2019-05-17,-0.4030
2019-05-24,-0.5305
2019-05-31,-0.2205
2019-06-07,-0.2364
2019-06-14,-0.4884
2019-06-21,-0.3816
2019-06-28,-0.3856
2019-07-05,-0.5796
2019-07-12,-0.5233
2019-07-19,-0.4181
2019-07-26,-0.5466
2019-08-02,-0.3163
2019-08-09,0.2153
2019-08-16,0.1425
2019-08-23,-0.1515
2019-08-30,-0.1034
2019-09-06,-0.1613
2019-09-13,-0.4482
2019-09-20,-0.2224
2019-09-27,0.0508
2019-10-04,0.3066
2019-10-11,0.0584
2019-10-18,-0.2250
2019-10-25,-0.2030
2019-11-01,-0.1393
2019-11-08,-0.1860
2019-11-15,-0.1783
2019-11-22,-0.1159
2019-11-29,-0.2652
2019-12-06,-0.1701
2019-12-13,-0.3453
2019-12-20,-0.4425
2019-12-27,-0.2558
2020-01-03,-0.2949
2020-01-10,-0.4184
2020-01-17,-0.5832
2020-01-24,-0.4621
2020-01-31,-0.1665
2020-02-07,-0.5230
2020-02-14,-0.6234
2020-02-21,-0.4911
2020-02-28,0.6210
2020-03-06,1.2960
2020-03-13,3.3415
2020-03-20,5.3334
2020-03-27,5.1258
2020-04-03,2.9952
2020-04-10,2.4247
2020-04-17,1.7433
2020-04-24,2.2449
2020-05-01,1.1094
2020-05-08,0.8213
2020-05-15,0.8011
2020-05-22,0.3353
2020-05-29,0.1155
2020-06-05,-0.1733
2020-06-12,0.1900
2020-06-19,0.3866
2020-06-26,0.4125
2020-07-03,0.3260
2020-07-10,0.0383
2020-07-17,-0.0064
2020-07-24,-0.2866
2020-07-31,-0.1449
2020-08-07,-0.2684
2020-08-14,-0.3507
2020-08-21,-0.1444
2020-08-28,-0.3387
2020-09-04,-0.1859
2020-09-11,-0.0264
2020-09-18,-0.1123
2020-09-25,0.2600
2020-10-02,-0.0223
2020-10-09,-0.2113
2020-10-16,-0.0452
2020-10-23,0.0527
2020-10-30,0.4253
2020-11-06,-0.0041
2020-11-13,-0.3724
2020-11-20,-0.0651
2020-11-27,-0.3626
2020-12-04,-0.4222
2020-12-11,-0.4393
2020-12-18,-0.4119
2020-12-25,-0.4504
2021-01-01,-0.4130
2021-01-08,-0.4784
2021-01-15,-0.5189
2021-01-22,-0.4717
2021-01-29,-0.2980
2021-02-05,-0.6182
2021-02-12,-0.8289
2021-02-19,-0.7640
2021-02-26,-0.5576
2021-03-05,-0.4974
2021-03-12,-0.5747
2021-03-19,-0.6329
2021-03-26,-0.7632
2021-04-02,-0.8313
2021-04-09,-0.9246
2021-04-16,-0.8999
2021-04-23,-0.8772
2021-04-30,-0.9310
2021-05-07,-0.9188
2021-05-14,-0.9052
2021-05-21,-0.8479
2021-05-28,-0.9279
2021-06-04,-0.9882
2021-06-11,-0.8906
2021-06-18,-0.9489
2021-06-25,-0.9293
2021-07-02,-0.9386
2021-07-09,-0.8176
2021-07-16,-0.9167
2021-07-23,-0.6840
2021-07-30,-0.8759
2021-08-06,-0.7599
2021-08-13,-0.9669
2021-08-20,-0.6920
2021-08-27,-0.8158
2021-09-03,-0.8052
2021-09-10,-0.7444
2021-09-17,-0.6942
2021-09-24,-0.5831
2021-10-01,-0.6678
2021-10-08,-0.6756
2021-10-15,-0.7492
2021-10-22,-0.9247
2021-10-29,-0.8423
2021-11-05,-0.6951
2021-11-12,-0.8280
2021-11-19,-0.7217
2021-11-26,-0.5222
2021-12-03,-0.2032
2021-12-10,-0.7683
2021-12-17,-0.5547
2021-12-24,-0.6739
2021-12-31,-0.8287
2022-01-07,-0.7870
2022-01-14,-0.7488
2022-01-21,-0.4896
2022-01-28,-0.3028
2022-02-04,-0.6363
2022-02-11,-0.8034
2022-02-18,-0.1885
2022-02-25,-0.0349
2022-03-04,0.3376
2022-03-11,0.0770
2022-03-18,-0.3831
2022-03-25,-0.7287
2022-04-01,-0.5173
2022-04-08,-0.5183
2022-04-15,-0.4181
2022-04-22,-0.5441
2022-04-29,0.0989
2022-05-06,0.1817
2022-05-13,0.4967
2022-05-20,0.2327
2022-05-27,0.4657
2022-06-03,-0.2162
2022-06-10,-0.2421
2022-06-17,-0.7286
2022-06-24,0.2042
2022-07-01,0.4496
2022-07-08,0.1935
2022-07-15,-0.1995
2022-07-22,-0.3889
2022-07-29,-0.2032
2022-08-05,-0.6274
2022-08-12,-0.5006
2022-08-19,-0.4753
2022-08-26,-0.4485
2022-09-02,-0.3600
2022-09-09,-0.5284
2022-09-16,-0.8085
2022-09-23,-0.0795
2022-09-30,0.3291
2022-10-07,-0.0566
2022-10-14,0.0781
2022-10-21,-0.3055
2022-10-28,-0.4011
2022-11-04,-0.5936
2022-11-11,-0.3791
2022-11-18,-0.2793
2022-11-25,-0.2733
2022-12-02,-0.0758
2022-12-09,0.2150
2022-12-16,0.0857
2022-12-23,0.0641
2022-12-30,-0.0217
2023-01-06,-0.0930
2023-01-13,-0.3129
2023-01-20,-0.3031
2023-01-27,-0.4888
2023-02-03,-0.5782
